ingredients,raw_weights_g,cooking_method,cooked_weight_g,cooked_energy_kcal,cooked_protein_g,cooked_fat_g,cooked_carbohydrate_g,cooked_sodium_mg,cooked_cholesterol_mg,cooked_vitamin_c_mg,cooked_calcium_mg,cooked_iron_mg,cooked_potassium_mg
potato,482.9,braise,461.4,432.0,8.61,3.38,91.78,3867.3,0.0,35.85,38.0,3.79,1335.5
tomato,314.5,roast,249.1,92.0,2.55,2.2,15.5,867.4,0.0,13.95,31.3,1.25,451.9
fish_pineapple_onion_orange,215.8_285.4_368.1_436.6,steam,1259.1,575.1,10.77,2.25,127.93,1933.5,0.0,234.74,293.9,5.98,1861.5
eggplant,54.6,steam,53.5,13.8,0.56,0.1,2.65,60.6,0.0,1.28,13.3,0.27,72.2
bell_pepper,237.0,steam,219.7,76.8,2.94,0.46,15.21,217.2,0.0,116.65,20.9,1.17,571.8
tofu,478.6,deep_fry,390.7,773.1,34.49,61.98,19.33,1155.9,0.0,0.0,784.3,9.25,462.0
chicken_pepper_shrimp,98.0_92.7_219.4,stir_fry,370.5,887.6,66.35,45.03,54.23,2525.7,505.4,0.0,97.9,9.16,1422.4
tofu_potato_fish,262.4_338.1_171.5,roast,584.2,719.9,28.27,29.98,84.23,2152.8,0.0,65.94,472.6,8.39,1701.6
carrot_bell_pepper_chicken,127.4_449.6_300.8,boil,923.1,665.8,59.44,28.79,42.23,970.7,318.8,178.71,102.7,7.26,1650.8
potato_carrot_garlic,175.7_207.3_55.4,steam,431.8,294.7,7.71,0.85,64.04,772.1,0.0,37.9,102.0,4.2,1089.8
eggplant_egg_tomato,152.4_300.5_301.0,boil,796.0,503.0,38.83,26.55,27.18,916.1,1757.9,26.04,225.6,7.51,853.6
cucumber_chicken_cauliflower_pepper,61.3_54.8_227.1_471.8,boil,884.0,1841.1,75.8,57.93,254.15,677.7,58.1,62.58,124.5,30.26,4027.7
garlic_tofu_apple_carrot,340.9_493.0_334.7_288.3,boil,1598.5,1106.5,54.33,19.15,179.19,1030.1,0.0,30.13,975.9,17.69,1882.9
tomato_small_pepper_cabbage,263.2_227.5_343.4,boil,892.8,240.7,9.57,1.98,46.16,882.2,0.0,216.61,263.5,6.05,937.3
tofu,338.0,deep_fry,269.8,550.4,25.37,43.77,13.74,966.5,0.0,0.0,544.5,6.38,337.0
potato,477.3,stir_fry,442.7,400.5,9.04,3.34,83.58,2303.3,0.0,41.27,38.6,3.84,1386.8
egg,273.7,roast,206.7,429.3,34.44,27.79,10.34,1102.5,1601.1,0.0,153.0,5.39,343.7
tomato,235.7,pan_fry,206.7,58.1,1.91,1.65,8.91,844.4,0.0,13.36,23.8,0.93,341.3
beef,293.0,stir_fry,262.0,487.3,53.61,26.57,8.44,1892.9,246.1,0.0,68.1,9.5,523.4
cauliflower_fish_ginger,215.6_427.9_278.4,steam,866.0,345.8,13.3,2.88,66.68,912.4,0.0,272.68,165.3,8.52,2131.1
cabbage,106.9,boil,119.8,26.5,1.41,0.2,4.75,107.1,0.0,16.05,50.0,0.62,95.6
beef_bell_pepper_pepper_ginger,393.6_475.0_411.9_240.2,steam,1390.5,2261.9,140.1,66.91,274.83,2383.6,330.6,227.27,246.2,43.39,6352.8
chicken,99.9,stir_fry,87.1,214.9,17.36,15.22,2.14,488.4,105.9,0.0,8.9,1.42,210.1
tomato,51.7,stir_fry,47.1,14.8,0.42,0.36,2.47,192.4,0.0,3.3,5.3,0.21,71.2
peach_grape_potato,481.7_427.4_269.8,boil,1234.8,651.8,10.6,1.82,148.26,1113.9,0.0,87.3,69.5,7.36,1516.6
egg,477.3,stir_fry,432.0,884.6,57.98,64.72,17.56,2816.5,2792.2,0.0,265.5,9.74,636.2
ginger,446.1,stir_fry,396.0,297.2,5.28,9.37,47.93,2204.9,0.0,6.22,119.2,6.14,1144.3
egg_fish_onion_tofu,191.3_305.7_342.2_219.4,stir_fry,994.1,1241.7,47.28,85.42,70.96,5017.8,1119.1,124.91,567.4,11.8,1701.9
eggplant_bell_pepper,299.5_68.6,braise,337.7,165.0,3.86,2.58,31.59,2356.0,0.0,27.67,79.4,1.85,511.2
grape_orange,161.3_410.7,roast,434.6,320.1,3.29,4.0,67.72,2212.4,0.0,38.69,150.7,1.46,676.4
beef,426.1,stir_fry,379.8,726.7,77.11,40.76,12.85,2736.5,357.9,0.0,98.8,14.03,810.4
pork,437.1,stir_fry,402.1,1816.5,51.72,172.52,14.24,2797.9,349.7,0.0,26.4,6.94,771.8
cauliflower,122.8,braise,122.0,51.3,2.32,0.86,8.57,1163.2,0.0,22.83,27.8,1.36,206.1
pork_garlic_tomato_cabbage,309.0_58.9_299.1_405.1,braise,1052.7,1729.7,47.59,132.22,87.33,9919.6,247.2,72.1,275.0,9.44,1401.5
ginger,100.2,pan_fry,90.1,63.3,1.21,2.1,9.88,318.5,0.0,1.15,26.8,1.39,255.6
cabbage_pepper_potato,425.0_437.0_98.6,stir_fry,893.3,2288.6,68.15,108.45,260.0,3791.7,0.0,71.91,272.2,29.88,4952.9
tofu_fish,346.2_228.4,stir_fry,492.0,619.5,29.17,41.27,32.84,2051.6,0.0,80.27,590.9,7.81,898.1
small_pepper_garlic,437.9_341.3,pan_fry,699.9,661.9,19.57,8.52,126.73,3880.7,0.0,199.55,298.7,10.15,1669.7
bell_pepper_eggplant_tofu,406.3_371.2_442.7,stir_fry,1149.0,1021.4,41.91,62.77,72.21,5956.4,0.0,168.38,846.8,12.49,1964.5
carrot_potato_tofu,370.8_85.1_228.0,stir_fry,606.3,626.4,22.36,32.72,60.64,3617.5,0.0,24.41,495.6,8.59,1078.6
orange_egg_kumquat_ginger,430.7_350.5_287.8_139.6,steam,1094.3,957.6,51.89,32.85,113.61,1562.3,2050.4,119.73,543.2,12.76,1892.8
tomato,283.7,pan_fry,248.1,71.2,2.4,1.99,10.94,1205.0,0.0,16.16,27.8,1.15,409.2
tofu_potato_onion_chicken,72.1_230.5_372.9_471.7,pan_fry,1014.0,1941.0,95.93,138.73,77.18,4999.3,500.0,30.15,263.9,11.82,2286.9
ginger_egg_eggplant,235.8_128.9_206.3,roast,420.3,485.1,20.45,25.89,42.57,2330.9,754.1,5.31,181.8,6.85,1025.5
cabbage_garlic,83.2_150.9,boil,245.8,212.0,7.21,0.45,44.8,173.7,0.0,18.56,93.6,2.17,381.9
egg,187.6,roast,152.3,308.3,22.81,20.97,7.09,940.6,1097.5,0.0,105.3,3.81,238.6
eggplant_cucumber,354.0_418.1,steam,703.4,157.7,6.74,1.56,29.19,697.2,0.0,25.16,185.4,3.81,796.4
fish,423.1,stir_fry,379.5,167.1,4.91,2.96,30.21,1525.8,0.0,142.96,38.8,2.09,957.4
ginger,436.2,stir_fry,390.4,292.7,5.13,9.16,47.43,2571.8,0.0,6.55,119.4,6.22,1112.4
onion_eggplant,87.3_122.6,stir_fry,192.8,83.1,2.12,1.47,15.34,1266.5,0.0,5.04,50.6,1.12,249.0
cabbage_potato_peach,259.3_396.7_223.8,steam,855.5,500.1,13.41,1.54,108.16,1277.1,0.0,108.71,173.3,6.58,1856.2
beef_egg,396.1_80.5,braise,459.3,721.2,80.11,34.53,22.5,3742.1,803.6,0.0,137.0,14.52,762.5
chicken_eggplant,328.7_291.9,steam,575.1,607.5,63.86,30.97,18.31,1047.3,348.4,7.61,100.0,6.09,1063.0
pork_fish_cucumber,303.9_441.8_406.4,steam,1136.2,1402.7,47.49,113.52,47.77,1275.8,243.1,237.48,153.6,9.09,2042.5
small_pepper_fish,229.7_424.1,stir_fry,568.2,293.4,7.91,6.18,51.54,2921.1,0.0,253.55,122.3,5.43,1480.2
eggplant,228.1,stir_fry,214.1,74.2,2.29,1.6,12.66,1228.7,0.0,4.06,55.8,1.12,264.1
carrot,343.7,braise,335.2,197.2,3.0,2.41,40.89,2741.9,0.0,14.04,108.4,3.47,517.4
garlic_lemon,242.2_103.4,steam,323.9,353.8,11.77,1.71,72.83,466.8,0.0,19.76,201.8,3.79,864.7
carrot_fish,468.6_476.1,roast,750.5,405.7,10.09,6.61,76.45,2942.3,0.0,132.68,189.4,7.19,1965.1
pork_tomato_potato_onion,356.9_419.6_381.0_306.0,pan_fry,1243.8,2569.0,56.93,209.24,114.53,5859.1,285.5,57.64,164.3,12.15,2560.5
apple_egg_cucumber,440.3_346.8_85.9,steam,866.4,735.9,45.34,30.08,70.95,1212.1,2028.8,13.69,232.8,9.92,1015.3
cauliflower_pork_beef_potato,389.5_473.4_52.5_193.6,pan_fry,980.2,2696.9,78.65,238.35,59.29,5737.3,422.8,87.05,143.5,14.94,2064.5
ginger,131.4,roast,104.2,88.0,1.59,2.76,14.2,504.5,0.0,1.44,35.7,1.87,326.4
pork,284.0,steam,277.2,1092.1,34.56,103.0,6.71,491.2,227.2,0.0,17.0,4.46,518.9
onion_beef_garlic,444.0_65.4_485.6,pan_fry,835.2,943.9,35.59,16.12,164.11,4748.2,54.9,19.7,310.2,10.74,1890.3
cauliflower_garlic_cucumber_kumquat,282.8_167.8_327.6_324.4,steam,1075.8,544.9,18.28,2.14,113.13,1176.5,0.0,168.45,390.2,10.16,1609.1
chicken_cucumber,192.4_109.4,stir_fry,275.1,453.5,35.16,31.27,7.86,1946.2,203.9,3.39,43.5,3.18,516.2
onion_beef_tomato_ginger,92.8_274.0_159.4_140.8,stir_fry,619.4,776.7,54.37,44.64,39.37,3218.3,230.2,16.52,137.9,12.38,1143.4
strawberry_tomato_pork_tofu,83.5_381.6_488.7_421.3,boil,1424.6,2217.0,92.11,183.64,48.95,1116.3,391.0,40.36,744.3,17.68,1618.2
pineapple,204.5,boil,227.9,93.6,0.92,0.19,22.05,152.3,0.0,15.78,23.3,1.14,155.2
egg_garlic,256.7_415.6,stir_fry,628.3,1223.9,47.56,60.05,123.31,3864.1,1501.7,10.9,311.6,10.21,1392.9
eggplant,288.3,stir_fry,266.9,95.3,3.0,2.02,16.28,1590.6,0.0,5.5,69.6,1.42,338.9
ginger,473.7,boil,506.9,238.5,5.7,2.63,48.01,497.3,0.0,6.97,121.0,6.29,969.2
chicken_pepper,269.0_487.1,boil,817.6,2173.0,111.55,80.76,249.98,763.3,285.1,0.0,77.7,30.96,4222.7
egg,98.1,steam,93.2,135.9,12.72,8.24,2.71,233.1,573.9,0.0,55.6,1.96,140.9
tofu_egg_small_pepper,72.9_387.5_403.1,boil,905.7,751.9,56.15,37.01,48.56,1088.6,2266.9,233.43,466.1,14.16,1090.2
beef_cucumber,246.4_453.9,deep_fry,548.9,608.3,46.18,39.4,17.26,2038.4,207.0,6.31,168.6,10.5,764.1
small_pepper_beef_ginger,442.1_272.6_234.9,boil,1022.5,617.8,55.09,13.94,68.0,1076.6,229.0,233.62,270.0,17.43,1588.0
apple_tofu,171.3_288.8,boil,515.9,324.2,21.7,10.75,35.16,445.9,0.0,2.62,459.7,6.12,383.3
pineapple_peach_bell_pepper_cauliflower,218.5_135.3_268.9_304.6,braise,922.7,488.7,11.25,5.25,99.11,7773.0,0.0,138.92,130.4,7.21,1476.5
pork_eggplant,334.4_333.0,braise,647.2,1564.5,42.05,135.67,43.83,4157.1,267.5,5.22,98.1,7.06,931.0
tofu,358.7,boil,380.1,276.1,25.45,12.85,14.68,327.2,0.0,0.0,564.2,6.41,328.9
cucumber_cauliflower_beef,352.8_75.2_306.6,deep_fry,537.8,744.5,58.8,48.07,19.19,2155.3,257.5,10.56,172.9,12.77,955.8
ginger,164.1,boil,170.6,82.0,1.94,0.91,16.5,117.2,0.0,2.59,42.6,2.17,330.4
small_pepper,107.4,stir_fry,98.1,58.5,1.25,1.5,10.0,409.3,0.0,53.41,39.9,1.51,198.6
pepper,299.2,boil,309.3,1097.7,40.26,35.1,155.2,288.0,0.0,0.0,34.3,17.25,2305.0
egg_small_pepper,159.4_53.1,stir_fry,193.6,370.1,20.06,27.22,11.22,1048.0,932.5,24.3,109.5,3.97,302.2
lemon,364.6,stir_fry,339.8,254.4,3.77,15.31,25.37,1826.6,0.0,30.23,361.9,2.86,675.0
cauliflower_cabbage_eggplant_fish,457.9_188.2_68.2_218.3,stir_fry,857.5,330.0,14.58,6.53,53.22,4659.6,0.0,186.55,231.8,7.54,1650.2
chicken_onion_egg,52.0_317.8_72.8,steam,409.6,317.6,22.4,11.43,31.27,593.2,481.0,13.59,122.6,4.1,621.3
egg_kiwi_fish_grape,322.2_481.2_159.7_374.1,boil,1514.5,963.4,46.33,31.29,124.11,1246.9,1884.9,233.98,326.5,13.58,1419.6
egg_beef,369.2_357.9,steam,688.0,957.6,115.6,47.22,17.54,1695.8,2460.5,0.0,290.0,19.41,1205.3
carrot_egg_beef_potato,342.3_404.4_432.0_388.8,stir_fry,1464.4,2255.2,137.33,132.9,127.45,10039.2,2728.6,54.5,468.7,29.45,2990.7
onion,428.7,stir_fry,397.2,207.6,4.27,3.0,40.87,2224.4,0.0,12.84,102.2,2.61,520.7
eggplant_egg_shrimp_garlic,318.8_394.3_325.1_346.1,stir_fry,1306.6,2162.3,120.21,127.54,133.4,6778.8,2901.6,12.69,542.4,16.93,2453.3
carrot,158.9,boil,177.1,63.6,1.42,0.31,13.78,205.2,0.0,9.08,48.7,1.53,207.6
small_pepper_pork,146.8_425.7,steam,532.3,1719.2,54.05,156.46,23.72,831.8,340.6,100.79,81.4,8.79,1092.8
cabbage,396.4,stir_fry,355.6,129.0,5.31,2.77,20.7,2181.0,0.0,60.12,196.2,2.39,400.1
pepper_apple_egg_shrimp,444.1_341.9_384.6_73.6,boil,1329.4,2367.0,116.56,84.34,285.43,1722.4,2384.6,5.87,291.5,35.01,4005.5
bell_pepper_fish_cucumber_eggplant,384.5_147.3_448.1_238.0,braise,1136.8,472.5,11.49,8.53,87.44,12093.1,0.0,171.55,211.1,6.02,1812.4
cucumber_ginger,187.4_406.5,stir_fry,541.6,314.7,6.08,9.85,50.44,3008.0,0.0,10.67,153.9,6.72,1221.2
onion,78.0,stir_fry,70.6,37.5,0.78,0.55,7.36,382.2,0.0,2.34,19.0,0.47,93.7
pepper,135.1,pan_fry,112.5,564.4,19.01,24.05,67.97,529.4,0.0,0.0,16.4,7.99,1208.4
carrot,486.0,boil,530.0,196.0,4.31,0.94,42.59,776.9,0.0,25.34,150.2,4.56,643.3
bell_pepper,456.4,deep_fry,352.1,160.7,5.28,3.19,27.71,1049.4,0.0,74.61,40.6,2.27,975.9
ginger,186.0,stir_fry,165.8,124.6,2.2,3.91,20.17,703.5,0.0,2.78,50.7,2.62,474.0
onion,449.1,pan_fry,374.3,203.0,4.61,3.14,39.07,2062.8,0.0,9.74,106.5,2.68,568.1
pepper,200.4,stir_fry,173.6,807.7,27.47,31.62,103.31,837.6,0.0,0.0,23.7,12.24,1877.7
tomato_egg_cabbage,228.6_420.4_121.9,roast,569.8,820.6,55.23,52.12,32.64,2809.0,2459.3,24.42,313.4,9.95,963.9
ginger,450.6,stir_fry,408.0,304.8,5.44,9.46,49.49,1913.7,0.0,5.7,123.0,6.4,1128.5
chicken_carrot,325.6_94.6,boil,434.1,541.3,57.51,29.03,12.49,589.1,345.1,4.82,57.5,5.28,727.1
cabbage_cauliflower,171.1_76.6,boil,269.1,63.5,3.72,0.48,11.08,209.0,0.0,46.29,95.4,1.75,255.5
pork_onion_ginger,226.3_481.3_445.9,stir_fry,1070.6,1821.7,36.89,141.86,99.34,5607.3,181.0,20.51,252.7,12.73,2052.2
chicken,161.9,steam,158.5,261.5,28.86,15.3,2.08,310.9,171.6,0.0,14.7,2.29,377.9
onion_small_pepper_potato,434.8_75.1_411.6,boil,999.3,525.2,12.62,1.9,114.4,799.9,0.0,100.11,155.9,6.58,1548.2
bell_pepper_apple_onion,54.3_385.6_215.7,roast,489.5,367.0,3.64,4.59,77.78,2266.9,0.0,22.01,71.7,3.91,792.9
potato,102.3,steam,97.5,79.8,1.99,0.2,17.51,133.6,0.0,13.5,8.1,0.83,327.5
small_pepper,82.8,pan_fry,70.1,42.9,1.0,1.16,7.11,259.7,0.0,32.27,31.1,1.17,153.6
carrot,431.9,roast,327.9,202.3,4.03,3.02,39.74,2037.4,0.0,13.41,138.1,4.38,707.9
cabbage_small_pepper_chicken,298.7_180.9_474.0,stir_fry,825.7,1340.9,90.86,88.97,44.19,4054.7,502.4,122.88,255.7,10.97,1669.2
bell_pepper,166.6,stir_fry,153.5,65.6,2.01,1.17,11.76,838.5,0.0,64.81,15.1,0.84,410.8
egg,407.1,stir_fry,378.8,796.4,50.65,59.63,14.3,2833.6,2381.5,0.0,223.8,8.14,531.5
beef,316.4,stir_fry,285.5,523.0,58.68,28.23,8.55,1372.1,265.8,0.0,71.9,10.52,575.5
chicken_onion,318.2_460.7,stir_fry,726.0,1151.1,61.18,77.1,53.11,4822.9,337.3,13.21,139.4,7.34,1254.8
eggplant_cauliflower,213.9_277.8,stir_fry,455.0,169.8,7.53,3.44,27.18,2913.1,0.0,64.68,116.2,4.05,707.0
kumquat_banana_grape,485.6_301.0_232.8,steam,990.4,687.9,9.77,1.96,157.8,966.6,0.0,137.66,299.4,7.06,1472.7
watermelon_kumquat_apple,449.8_307.4_436.7,steam,1153.0,545.5,6.28,1.95,125.71,1613.7,0.0,77.66,229.7,6.96,1216.2
cabbage,67.7,roast,54.0,22.4,0.94,0.47,3.6,204.4,0.0,6.49,33.7,0.41,70.7
cauliflower_shrimp,91.8_307.8,braise,374.3,345.5,53.01,6.03,19.8,4100.0,563.3,17.99,129.1,4.11,689.5
fish,499.3,braise,497.7,242.2,5.89,3.5,46.8,3169.5,0.0,155.08,45.1,2.47,1160.6
eggplant_egg_cauliflower,403.4_443.9_489.9,steam,1216.6,848.6,68.23,40.02,53.88,2107.2,2596.8,160.34,450.5,16.4,1932.4
shrimp_eggplant_tomato_cabbage,87.9_335.4_290.6_463.4,stir_fry,1065.6,423.8,26.31,9.16,59.02,4509.7,160.9,84.14,363.0,6.61,1470.4
pepper,296.6,braise,281.6,1196.4,39.46,42.47,164.1,2317.1,0.0,0.0,35.7,17.64,2503.7
egg_carrot_tofu_eggplant,360.4_140.3_236.7_76.7,stir_fry,762.4,1261.5,65.07,92.37,42.47,3959.8,2108.3,7.23,649.3,13.46,1053.7
tomato,400.8,steam,365.2,83.8,3.51,0.76,15.73,626.0,0.0,37.95,39.6,1.63,607.1
ginger_tofu_egg,390.1_214.4_456.0,roast,803.9,1269.6,75.67,75.39,72.13,4510.6,2667.6,3.59,719.1,18.95,1763.7
tomato,59.0,stir_fry,52.4,17.5,0.48,0.41,2.97,346.4,0.0,3.86,5.9,0.24,84.0
cabbage_tofu,439.6_395.4,stir_fry,743.3,798.3,34.63,54.28,42.81,3369.3,0.0,65.73,861.9,10.35,866.3
apple_shrimp,252.6_280.1,steam,494.4,374.3,50.51,1.91,38.77,913.1,512.6,5.04,109.8,4.39,820.6
chicken_egg,364.9_94.7,roast,350.8,814.8,75.88,51.81,11.26,1787.8,940.8,0.0,87.0,6.92,919.7
tofu_ginger_bell_pepper,101.6_297.0_138.7,braise,501.1,482.0,12.46,20.37,62.21,4079.0,0.0,51.33,259.2,6.78,1152.5
onion,153.9,boil,165.8,62.9,1.57,0.29,13.51,107.9,0.0,5.25,35.5,0.87,153.5
egg,413.4,braise,417.0,707.6,50.77,44.45,26.1,4477.4,2418.4,0.0,234.4,8.21,521.2
tomato,355.9,steam,332.3,76.0,3.03,0.7,14.39,529.2,0.0,34.66,35.5,1.44,533.5
ginger_egg,162.5_185.3,pan_fry,308.1,507.6,24.35,36.5,20.43,2022.1,1084.0,1.79,146.7,6.06,624.9
tofu,146.3,stir_fry,125.7,185.0,10.61,12.58,7.33,746.2,0.0,0.0,236.4,2.81,158.4
apple_cauliflower_eggplant_beef,457.8_333.7_342.7_173.8,steam,1210.2,658.3,44.72,9.59,98.29,1651.5,146.0,129.28,214.0,13.66,1838.0
potato_pepper,332.5_444.4,stir_fry,701.1,2290.6,68.33,100.31,278.61,2718.2,0.0,29.93,80.7,28.77,5170.1
pepper_pork,495.5_210.9,boil,785.4,2583.6,91.02,132.02,257.85,760.6,168.7,0.0,68.8,31.0,4024.6
carrot_banana_lemon,302.5_241.0_383.9,steam,900.7,508.1,9.98,5.48,104.74,1141.3,0.0,71.8,495.4,7.07,1860.7
tomato,370.8,steam,344.0,79.0,3.08,0.73,15.04,393.9,0.0,34.31,36.9,1.45,535.1
tofu_cauliflower_beef,172.4_169.6_236.2,roast,431.7,623.9,60.25,31.39,25.11,1855.8,198.4,28.36,378.0,12.85,943.0
cauliflower_garlic,82.7_164.1,steam,224.1,239.9,8.89,0.5,49.96,348.4,0.0,33.17,82.6,2.83,580.5
tofu_peach_cabbage,172.3_467.2_124.1,boil,811.8,411.9,18.16,6.67,69.8,624.6,0.0,32.85,355.3,7.4,780.1
egg,142.8,steam,137.8,198.2,18.35,12.1,3.96,369.5,835.4,0.0,78.6,2.86,202.6
cauliflower_cabbage_beef,190.2_469.5_298.6,pan_fry,818.8,833.4,64.16,48.51,35.04,4705.7,250.8,91.31,346.5,14.79,1387.2
fish_cucumber_beef,389.3_183.3_209.3,steam,771.7,416.3,47.02,9.86,34.89,1280.1,175.8,192.96,126.5,9.64,1593.5
beef,433.3,stir_fry,390.2,742.2,78.72,42.23,11.81,2122.0,364.0,0.0,99.0,14.13,815.8
cauliflower_tomato,348.4_163.5,stir_fry,480.5,174.1,7.93,3.58,27.54,2838.5,0.0,78.0,97.4,4.45,827.7
peach_egg_watermelon_apple,174.8_353.1_479.8_249.3,boil,1339.5,817.0,46.18,29.88,90.84,1498.9,2065.6,21.11,240.9,10.81,1038.7
ginger_fish_tofu,493.9_58.3_462.7,steam,996.2,641.1,41.86,19.37,74.83,1257.4,0.0,39.89,887.7,16.14,1906.0
bell_pepper,102.0,roast,74.9,40.1,1.25,0.71,7.16,308.2,0.0,25.54,9.1,0.51,247.1
shrimp,349.3,boil,373.8,272.7,59.09,1.65,5.37,685.4,639.2,0.0,117.4,3.37,555.9
apple_tomato_potato,201.1_492.6_248.5,roast,702.5,466.7,9.21,6.6,92.62,3813.9,0.0,42.36,76.7,5.17,1674.9
pepper_small_pepper_fish,304.9_69.5_466.8,stir_fry,761.9,1774.7,49.17,89.37,193.43,3922.2,0.0,220.58,103.6,21.9,4025.6
shrimp,332.6,pan_fry,295.2,293.3,55.09,5.82,5.14,1727.4,608.7,0.0,115.9,3.31,618.5
small_pepper_onion_pork,214.7_366.7_105.4,boil,768.7,630.8,18.73,37.54,54.5,690.0,84.3,132.61,165.2,6.58,881.4
cauliflower_onion,95.2_339.0,steam,408.3,169.4,5.41,0.86,35.01,565.4,0.0,43.62,101.6,3.06,596.4
shrimp,144.2,steam,136.3,115.0,24.84,0.7,2.34,341.2,263.9,0.0,49.8,1.42,279.1
tomato,346.2,boil,370.5,71.4,2.86,0.67,13.47,244.6,0.0,27.68,32.5,1.33,394.1
cucumber_pepper,484.8_233.7,roast,568.6,1153.0,34.92,51.94,136.46,2950.3,0.0,10.67,146.6,16.49,2624.1
tomato,403.1,stir_fry,367.6,115.2,3.32,2.82,19.13,1613.6,0.0,26.1,40.4,1.6,576.7
tofu_cucumber,272.6_460.3,roast,570.5,513.8,23.06,33.13,30.86,2572.1,0.0,10.68,554.0,7.44,659.1
small_pepper,81.5,roast,63.3,44.5,0.95,1.14,7.6,259.3,0.0,31.28,29.9,1.13,149.2
apple_onion_garlic_banana,147.2_85.1_116.7_186.1,pan_fry,456.3,452.7,8.13,3.75,96.6,2682.4,0.0,11.49,85.5,3.53,965.9
pork,397.3,stir_fry,369.2,1569.4,48.32,147.2,12.82,2127.0,317.8,0.0,23.5,6.31,691.3
ginger_fish,74.3_359.1,steam,393.3,152.6,5.31,1.11,30.34,494.7,0.0,196.65,53.4,2.88,1088.6
egg,238.2,boil,263.3,322.4,27.94,20.49,6.55,463.3,1393.5,0.0,128.6,4.52,254.6
onion_beef_small_pepper,354.0_114.4_314.5,stir_fry,732.4,593.3,27.74,23.7,67.27,3058.2,96.1,163.26,226.5,10.21,1226.3
chicken,431.6,stir_fry,381.2,916.7,78.45,62.38,10.35,2243.7,457.5,0.0,39.2,5.94,894.5
beef,69.9,pan_fry,59.5,126.7,13.07,7.68,1.34,381.2,58.7,0.0,16.1,2.31,126.2
bell_pepper_tofu,259.1_253.2,steam,472.9,285.9,22.15,9.83,27.21,529.2,0.0,133.08,443.9,6.17,897.2
lemon,272.1,steam,266.3,107.8,2.86,3.14,17.03,288.1,0.0,31.02,269.8,2.21,498.1
cabbage,239.3,steam,219.2,62.6,3.5,0.47,11.09,420.3,0.0,48.55,115.9,1.44,254.3
small_pepper,420.4,roast,325.0,230.8,4.88,5.89,39.57,1089.9,0.0,160.72,153.8,5.77,761.1
shrimp_pineapple,256.7_442.0,stir_fry,609.8,452.5,44.01,6.04,55.52,2874.7,469.8,30.16,143.9,5.17,880.3
small_pepper,437.2,boil,483.2,190.7,5.24,1.62,38.78,395.6,0.0,234.94,156.4,5.89,647.4
tofu,73.0,deep_fry,56.7,117.6,5.27,9.45,2.86,144.5,0.0,0.0,117.6,1.38,71.7
tofu,93.4,boil,99.8,72.9,6.99,3.26,3.89,62.8,0.0,0.0,145.7,1.66,81.0
cabbage_shrimp,200.4_145.9,stir_fry,327.6,203.4,26.67,3.96,15.3,1562.1,267.0,29.44,149.4,2.7,498.3
tomato,347.3,stir_fry,302.4,97.1,2.81,2.43,15.99,1295.7,0.0,24.82,34.9,1.41,479.8
onion,173.2,braise,174.2,101.7,1.74,1.21,20.95,1649.1,0.0,3.76,42.0,1.02,199.2
shrimp,474.8,stir_fry,452.7,450.7,81.35,8.31,12.62,3224.4,868.9,0.0,165.7,4.79,901.2
tofu,160.0,braise,153.8,173.8,11.97,9.07,11.06,1282.2,0.0,0.0,264.5,3.09,167.8
grape,168.7,boil,187.5,72.7,0.78,0.32,16.69,112.5,0.0,17.32,8.0,0.65,123.5
garlic_cucumber_egg,320.0_308.7_438.3,steam,1028.1,1082.4,72.07,39.14,110.47,2231.0,2564.1,25.21,437.7,14.07,1675.4
garlic,298.3,stir_fry,275.9,398.2,12.21,2.09,82.63,1835.5,0.0,7.02,117.1,3.52,796.5
fish,375.1,deep_fry,297.9,131.7,4.5,2.63,22.52,1011.8,0.0,55.77,33.3,1.9,836.2
onion_eggplant,311.6_50.3,steam,342.4,145.0,3.84,0.7,30.84,570.6,0.0,14.45,88.6,2.11,458.3
ginger,225.7,braise,219.7,170.5,2.71,4.74,29.26,1856.8,0.0,2.95,60.7,3.13,556.6
shrimp,76.8,steam,74.5,61.5,13.26,0.39,1.23,191.1,140.5,0.0,26.8,0.78,145.3
chicken_garlic_tofu,175.6_334.6_300.3,pan_fry,722.1,1576.7,68.19,99.0,103.23,3641.0,186.1,6.75,643.5,12.39,1484.6
eggplant_fish_pork,289.7_237.9_310.0,pan_fry,731.0,1922.9,44.6,178.5,34.5,3944.9,248.0,75.45,109.1,7.58,1435.6
cauliflower,461.6,roast,366.0,164.8,8.96,3.23,24.98,1881.3,0.0,64.07,106.4,5.04,805.4
tofu_shrimp,357.0_137.3,boil,520.3,380.2,48.17,13.34,16.86,463.5,251.3,0.0,599.3,7.86,520.1
cauliflower_pepper,435.8_352.5,braise,770.4,1661.0,54.35,59.86,226.21,7096.2,0.0,86.98,140.3,25.67,3904.6
pork_potato,312.1_391.3,stir_fry,623.4,1732.1,45.93,137.17,78.49,2785.5,249.7,37.1,49.6,8.17,1597.0
cabbage,485.3,pan_fry,414.8,142.9,6.78,3.4,21.29,1803.3,0.0,59.08,236.0,2.94,497.1
egg_shrimp,92.1_65.2,stir_fry,144.5,273.1,22.77,17.98,5.05,1038.8,658.1,0.0,74.9,2.49,232.9
cucumber_egg_pepper,203.7_284.3_489.9,boil,1070.3,2230.5,103.89,81.01,271.48,1190.7,1663.2,7.13,255.0,34.7,4014.6
