ingredients,raw_weights_g,cooking_method,cooked_weight_g,cooked_energy_kcal,cooked_protein_g,cooked_fat_g,cooked_carbohydrate_g,cooked_sodium_mg,cooked_cholesterol_mg,cooked_vitamin_c_mg,cooked_calcium_mg,cooked_iron_mg,cooked_potassium_mg
garlic_fish,138.1_90.0,steam,207.7,207.8,7.02,0.44,43.92,339.9,0.0,52.24,62.4,2.13,613.0
chicken_pepper_bell_pepper_onion,121.5_391.9_149.0_480.7,stir_fry,1052.7,2495.3,80.87,127.6,255.85,4711.2,128.8,67.68,183.3,28.67,5026.0
cauliflower_watermelon_garlic_tofu,489.3_86.8_284.8_205.5,boil,1204.6,678.0,37.16,8.88,112.35,1189.1,0.0,129.7,546.5,12.28,1539.8
cucumber_fish,205.6_58.2,boil,274.7,50.3,2.14,0.49,9.32,217.1,0.0,34.27,51.3,1.26,262.1
carrot,342.0,pan_fry,294.9,146.5,3.15,2.39,28.09,1379.4,0.0,14.08,107.7,3.35,526.5
onion,126.6,deep_fry,95.5,55.4,1.22,0.89,10.64,384.6,0.0,1.43,31.0,0.77,151.6
lemon_tomato,178.7_247.4,steam,415.9,122.9,3.99,2.52,21.07,513.2,0.0,45.54,202.3,2.45,703.9
chicken_carrot_shrimp,125.8_438.4_153.1,deep_fry,563.3,786.0,49.85,47.14,40.6,2077.2,413.5,8.7,207.6,7.66,1243.4
beef,114.1,stir_fry,103.4,204.6,20.68,12.08,3.28,767.3,95.8,0.0,26.7,3.84,205.3
fish_garlic_carrot,460.9_304.9_496.7,stir_fry,1121.1,811.0,23.34,8.84,159.54,5755.3,0.0,199.87,320.6,10.91,2547.9
pork_cabbage_beef,215.8_444.9_90.9,pan_fry,643.7,1560.8,48.47,140.27,26.12,2820.9,249.0,58.34,255.0,9.1,997.8
carrot_garlic_shrimp_cabbage,287.9_78.3_234.6_360.4,stir_fry,860.9,587.9,50.52,9.19,75.79,3781.0,429.3,63.33,385.2,8.22,1497.1
tomato_cucumber,311.5_70.7,stir_fry,355.4,107.8,3.03,2.68,17.91,1569.6,0.0,23.07,47.6,1.57,506.2
fish_garlic,448.4_77.0,steam,487.2,247.1,9.01,1.02,50.45,578.8,0.0,253.93,69.2,3.17,1340.6
potato_chicken,386.7_202.1,stir_fry,542.8,918.6,42.54,51.46,71.32,2440.4,214.2,38.37,49.2,5.94,1582.8
kiwi_strawberry,111.9_485.4,steam,578.5,237.8,5.51,1.63,50.27,675.0,0.0,137.34,119.9,10.12,722.2
ginger_cucumber,172.7_332.3,stir_fry,472.5,191.9,4.44,5.95,30.15,2244.6,0.0,13.1,126.6,4.12,752.5
chicken_pepper,233.8_80.5,pan_fry,262.3,851.3,52.07,51.89,43.99,1144.2,247.8,0.0,31.3,8.2,1236.7
onion_eggplant,117.7_380.4,stir_fry,438.8,180.9,5.19,3.49,32.19,1750.2,0.0,10.81,121.6,2.56,608.3
pork_potato_shrimp,273.6_340.5_73.1,pan_fry,587.5,1738.3,51.08,141.95,64.1,2568.8,352.7,28.49,69.5,7.84,1546.4
chicken,232.6,stir_fry,203.9,470.8,41.98,31.46,4.94,1096.2,246.6,0.0,20.5,3.2,514.3
shrimp_eggplant_beef_pepper,493.6_491.6_399.3_308.1,stir_fry,1592.5,3018.2,201.11,152.93,209.35,8229.7,1238.7,7.83,421.6,38.58,4833.1
pepper_small_pepper,469.3_212.0,pan_fry,594.5,2235.1,65.31,104.68,257.92,2361.8,0.0,98.06,132.7,30.95,4709.2
potato,200.2,stir_fry,173.0,170.0,3.73,1.4,35.61,936.7,0.0,17.81,16.0,1.61,610.3
pork,267.5,stir_fry,247.8,1112.7,32.66,105.14,8.95,1262.8,214.0,0.0,16.2,4.28,481.6
eggplant,432.4,pan_fry,386.0,125.9,4.48,3.03,20.19,1818.9,0.0,6.73,104.4,2.13,511.9
potato,470.2,stir_fry,428.8,395.4,8.87,3.29,82.56,1601.7,0.0,47.79,37.0,3.74,1371.6
chicken_cauliflower_fish_onion,242.1_417.1_58.0_252.4,stir_fry,861.1,1125.5,55.47,74.78,57.66,3997.0,256.6,108.33,186.5,9.75,1702.8
small_pepper,188.7,stir_fry,171.4,104.0,2.22,2.64,17.83,792.4,0.0,99.01,71.0,2.66,355.4
chicken_carrot_beef,465.3_228.7_153.2,stir_fry,726.4,1435.6,115.54,91.68,37.09,4740.9,621.9,9.62,149.2,13.6,1634.5
carrot_egg_pork,397.3_219.6_463.9,steam,1022.2,2286.0,92.36,190.12,51.38,2129.1,1655.8,24.15,280.2,15.8,1813.0
tomato_pork,154.9_228.2,stir_fry,354.5,1086.7,29.1,101.13,15.03,1921.5,182.6,9.65,29.4,4.31,584.7
tomato,388.5,stir_fry,338.9,113.7,3.18,2.72,19.12,2195.6,0.0,28.31,39.4,1.55,559.7
ginger,172.0,pan_fry,152.3,107.3,2.08,3.61,16.62,892.7,0.0,2.22,45.9,2.4,431.8
eggplant_tomato_pineapple_onion,230.5_144.3_326.3_68.8,braise,768.8,374.9,5.52,4.25,78.66,5602.0,0.0,33.38,124.3,4.09,847.3
eggplant,353.8,braise,326.3,150.9,3.55,2.48,28.61,2953.5,0.0,5.12,86.0,1.77,382.9
banana,341.6,boil,370.3,312.9,4.25,0.63,72.56,313.4,0.0,11.2,22.8,1.32,590.7
chicken_small_pepper,460.1_75.7,steam,525.2,764.6,85.26,41.51,12.51,951.7,487.7,53.18,69.3,7.52,1182.7
carrot_beef,192.6_370.0,roast,441.5,683.9,67.55,33.0,29.18,2269.6,310.8,6.88,144.2,14.03,979.5
fish,108.0,stir_fry,100.0,43.5,1.29,0.76,7.88,386.0,0.0,40.54,9.9,0.53,257.2
cabbage,456.1,stir_fry,434.0,153.4,6.36,3.19,24.8,2556.2,0.0,66.12,225.8,2.69,501.4
chicken,240.7,stir_fry,209.6,518.4,42.29,36.26,5.71,1081.7,255.1,0.0,22.1,3.42,508.1
small_pepper_lemon_potato_carrot,320.5_373.3_352.9_276.4,steam,1258.3,672.5,17.63,6.92,134.92,2160.6,0.0,336.53,608.3,12.8,2829.9
cucumber,88.8,stir_fry,80.8,20.9,0.63,0.62,3.19,449.1,0.0,2.9,21.4,0.45,75.9
eggplant,364.3,stir_fry,343.6,123.7,3.7,2.55,21.48,1327.6,0.0,6.42,86.2,1.79,454.2
fish_garlic_tomato,165.9_444.1_409.8,boil,1095.9,693.3,23.02,1.98,145.85,881.9,0.0,111.99,214.5,7.41,1792.2
fish,445.6,stir_fry,383.4,177.7,5.4,3.12,32.02,2496.5,0.0,157.65,39.9,2.22,1062.4
tofu_egg,85.2_162.5,stir_fry,224.1,420.6,26.5,30.25,10.59,1545.6,950.6,0.0,232.5,4.78,300.1
eggplant_beef_tofu_onion,439.8_225.2_488.3_433.2,stir_fry,1429.5,1642.4,84.69,102.45,95.38,8861.4,189.2,19.4,1072.2,21.64,1991.1
chicken,334.7,boil,344.3,508.5,56.55,29.47,4.27,477.0,354.8,0.0,29.0,4.43,586.5
cucumber_pepper,385.2_355.3,braise,671.2,1571.2,51.86,56.38,214.09,4447.5,0.0,9.77,133.5,23.06,3410.6
cucumber_fish_carrot,229.6_282.7_120.1,steam,615.8,179.6,6.5,1.23,35.64,1067.2,0.0,165.88,118.7,3.71,1155.2
cauliflower_tomato,94.9_157.0,deep_fry,183.8,67.7,3.04,1.76,9.93,783.3,0.0,14.36,38.0,1.68,349.9
cucumber_cabbage,439.0_487.7,stir_fry,804.9,269.0,10.12,6.49,42.53,3407.7,0.0,73.95,345.2,5.1,925.7
shrimp,213.3,steam,211.6,168.4,36.31,1.06,3.4,477.3,390.3,0.0,74.6,2.16,402.4
pepper_egg,360.5_389.8,boil,813.8,1843.9,94.52,73.94,200.09,938.5,2280.3,0.0,252.0,27.5,3002.3
small_pepper_potato_pepper_grape,124.1_369.2_363.4_141.4,boil,1086.7,1712.1,58.07,43.96,271.03,652.5,0.0,116.98,120.6,26.05,3963.4
fish,292.6,stir_fry,266.6,113.8,3.46,2.05,20.37,1790.4,0.0,107.27,26.2,1.48,685.9
eggplant,220.1,pan_fry,189.4,64.1,2.19,1.54,10.36,1063.8,0.0,3.42,53.0,1.11,267.3
small_pepper_ginger,316.4_209.8,stir_fry,463.3,310.1,6.37,8.84,51.29,2310.4,0.0,161.24,172.3,7.34,1174.0
chicken,207.1,braise,193.9,384.7,35.06,22.91,9.55,2130.8,219.5,0.0,18.5,2.86,428.3
cabbage_onion,348.8_317.7,steam,604.0,223.7,8.18,1.33,44.77,698.7,0.0,82.4,243.8,4.01,822.5
tofu,384.6,deep_fry,312.2,625.2,28.67,49.81,15.56,1071.7,0.0,0.0,634.3,7.21,391.7
onion,259.4,roast,205.3,123.5,2.55,1.82,24.24,757.6,0.0,5.02,63.3,1.56,308.8
cabbage,213.3,steam,205.9,56.0,3.04,0.43,9.98,286.8,0.0,42.99,104.3,1.29,245.9
cabbage_chicken_ginger,226.0_282.4_343.9,braise,829.8,993.8,56.59,51.74,75.44,6524.6,299.3,33.64,226.5,10.05,1570.2
kiwi_pineapple_orange,124.3_452.7_224.2,stir_fry,725.1,454.2,4.56,5.76,96.01,3609.9,0.0,70.97,164.3,4.63,870.8
egg_small_pepper,89.3_382.5,boil,506.5,285.2,14.85,9.1,35.98,440.1,522.4,237.35,182.6,6.65,686.9
pork_egg_eggplant_onion,124.8_251.3_247.5_262.0,roast,686.9,1252.9,50.32,93.12,53.37,4020.5,1569.9,8.99,272.5,10.01,1144.7
cauliflower_cucumber_garlic,166.7_82.6_331.0,roast,449.9,518.7,18.02,4.06,102.52,2448.5,0.0,31.8,188.6,6.13,1251.5
tofu_chicken_bell_pepper_onion,68.2_319.4_94.5_434.4,steam,879.0,771.4,67.64,32.24,52.65,1354.8,338.6,68.11,248.7,8.88,1626.5
eggplant_chicken,411.2_369.2,stir_fry,736.5,1104.9,70.73,77.76,30.52,4902.8,391.4,6.55,131.8,7.34,1267.4
onion,144.2,stir_fry,136.0,69.8,1.46,1.01,13.73,848.4,0.0,3.79,34.7,0.88,172.3
cucumber_pepper_pork,232.6_86.5_163.5,stir_fry,432.6,1157.6,32.77,88.73,56.99,1983.0,130.8,7.68,76.8,9.05,1223.7
garlic_ginger,212.3_281.4,braise,480.8,514.1,11.99,7.4,99.9,2906.5,0.0,8.24,159.4,6.39,1133.1
garlic_tomato,89.4_499.1,boil,625.9,213.9,7.76,1.1,43.24,380.2,0.0,36.44,81.8,2.89,785.5
pepper_garlic,443.0_477.3,stir_fry,801.4,2633.5,80.53,96.3,361.16,4233.3,0.0,12.5,234.9,32.5,5225.6
tomato,459.3,stir_fry,427.3,129.1,3.73,3.22,21.31,2518.2,0.0,30.43,46.2,1.82,647.8
ginger_eggplant,428.0_254.4,steam,678.8,283.4,8.14,2.93,56.12,680.8,0.0,14.11,176.4,7.3,1525.1
eggplant,422.6,roast,336.3,141.5,4.32,2.96,24.39,1145.3,0.0,5.79,100.1,2.11,502.3
tomato,433.6,pan_fry,386.8,106.0,3.5,3.04,16.18,1845.1,0.0,27.14,43.8,1.76,571.0
small_pepper_tofu_egg,197.5_311.1_234.8,stir_fry,680.2,1034.7,53.77,71.55,43.94,3609.6,1373.6,100.25,720.2,13.29,988.0
strawberry_orange_watermelon,143.8_266.7_83.1,steam,459.4,205.9,3.58,0.88,45.92,501.6,0.0,72.15,124.2,3.38,608.6
chicken,90.0,stir_fry,82.7,192.4,15.65,13.56,1.94,510.3,95.4,0.0,8.1,1.26,185.6
beef,314.8,stir_fry,282.1,512.8,56.24,27.67,9.7,1425.0,264.4,0.0,72.9,10.4,601.1
garlic_cucumber_ginger,483.3_83.3_292.4,stir_fry,754.7,841.3,24.09,10.11,163.51,4204.7,0.0,18.22,285.8,10.15,2099.4
small_pepper,386.0,pan_fry,337.3,198.5,4.75,5.4,32.72,1392.2,0.0,177.09,140.0,5.45,725.8
chicken_potato,194.0_423.7,steam,596.2,638.7,43.36,18.62,74.42,1058.9,205.6,55.77,51.6,6.02,1704.1
eggplant_tomato_pepper,136.9_480.0_447.6,roast,843.0,2107.4,65.98,87.16,264.75,3515.5,0.0,25.96,135.3,28.96,5190.6
bell_pepper_chicken,423.0_199.5,braise,566.2,684.9,39.89,38.52,44.67,3648.6,211.5,135.61,55.1,4.94,1315.2
cauliflower_ginger_onion,154.3_228.7_130.2,deep_fry,402.2,247.6,7.06,6.79,39.54,1244.6,0.0,15.5,127.5,5.66,958.8
ginger_pepper_cabbage_beef,94.4_334.4_480.9_326.1,stir_fry,1070.6,2397.8,116.4,117.34,219.05,6861.5,273.9,65.47,369.0,34.54,4349.5
pork,145.9,stir_fry,129.3,587.3,18.09,55.13,4.68,824.2,116.7,0.0,8.8,2.36,260.5
egg_tofu,405.0_228.7,stir_fry,585.2,1003.6,64.68,70.91,26.66,3370.5,2369.2,0.0,607.9,12.43,771.4
onion_cabbage_beef_kiwi,362.5_73.5_51.8_286.7,boil,858.7,408.1,15.65,4.4,76.48,794.2,43.5,91.08,198.5,7.52,825.5
cucumber_chicken_carrot_egg,328.4_304.3_50.5_267.9,deep_fry,760.5,2021.3,89.36,174.29,23.81,3403.8,1889.8,5.0,269.2,11.82,1309.2
onion,77.5,steam,74.4,32.1,0.83,0.15,6.85,118.0,0.0,3.35,18.4,0.47,103.6
cucumber_carrot_eggplant,353.3_214.5_75.9,stir_fry,608.5,215.6,5.22,4.51,38.53,3237.3,0.0,20.91,173.0,4.21,718.0
eggplant,474.5,pan_fry,411.6,137.6,4.71,3.32,22.22,1539.5,0.0,7.08,113.1,2.33,570.3
chicken_fish,296.3_242.6,steam,538.8,565.3,58.88,28.16,19.06,766.4,314.1,113.88,48.7,5.4,1274.4
cucumber_bell_pepper,209.7_121.2,deep_fry,263.7,83.9,2.86,2.32,12.9,704.8,0.0,20.94,61.0,1.63,425.2
eggplant,167.6,stir_fry,149.9,56.6,1.71,1.17,9.8,967.4,0.0,3.19,40.9,0.83,204.0
chicken,366.9,steam,351.8,595.1,67.68,33.94,4.74,560.2,388.9,0.0,33.6,5.11,797.8
egg_pepper,373.1_153.0,steam,497.6,1083.6,69.54,48.93,91.27,1260.7,2182.6,0.0,231.2,16.53,2040.2
carrot_cabbage_fish_potato,263.1_372.3_306.4_53.7,stir_fry,920.1,414.8,12.19,6.97,75.83,5869.8,0.0,175.82,301.0,6.85,1693.7
egg,247.6,steam,235.1,342.8,30.43,21.43,7.05,639.7,1448.5,0.0,140.6,4.87,353.5
beef_bell_pepper_pork_cauliflower,478.0_276.7_339.7_222.8,stir_fry,1247.8,2757.1,139.4,218.47,58.32,6695.7,673.3,136.84,207.7,25.29,2394.4
cabbage_pineapple_onion_egg,425.8_159.2_378.8_70.8,stir_fry,988.3,645.0,18.65,28.0,79.61,5701.0,414.2,85.67,353.0,7.21,1146.0
chicken,92.7,boil,100.1,143.3,16.33,8.15,1.17,106.6,98.3,0.0,8.0,1.24,157.4
carrot_egg_cucumber,222.0_351.8_498.1,stir_fry,969.3,1148.7,50.1,81.48,53.75,7041.2,2058.0,27.97,383.2,11.51,1236.8
cucumber,191.0,stir_fry,179.8,45.7,1.39,1.34,7.02,1127.6,0.0,5.74,45.9,0.96,169.3
beef,291.0,braise,276.6,450.6,51.62,20.45,15.03,3040.7,244.4,0.0,67.2,9.62,496.2
ginger_onion,221.7_81.9,stir_fry,265.5,191.5,3.5,5.23,32.62,1657.0,0.0,5.89,78.7,3.53,673.4
chicken_tofu,93.7_449.3,steam,515.5,520.4,52.91,25.29,20.3,741.4,99.3,0.0,740.8,9.95,705.5
tofu_egg,433.0_206.6,stir_fry,594.7,979.4,58.44,69.94,29.07,3250.5,1208.6,0.0,820.7,12.49,703.7
bell_pepper_tomato,353.0_363.7,stir_fry,635.4,240.6,7.3,5.02,41.57,3718.0,0.0,148.71,68.6,3.2,1303.2
cucumber_tomato,84.9_229.1,steam,287.2,62.0,2.59,0.63,11.48,360.5,0.0,25.52,43.0,1.35,425.4
cucumber,250.1,boil,276.5,39.6,1.8,0.46,7.05,208.0,0.0,9.78,58.0,1.19,175.9
grape_pork_fish_apple,401.6_230.8_478.2_315.8,braise,1377.3,1860.1,35.49,118.98,161.84,10775.8,184.6,183.48,91.1,9.77,2064.1
banana,427.9,roast,321.0,418.2,5.49,3.0,92.31,1377.0,0.0,8.54,29.4,1.74,910.3
chicken_beef,483.5_308.7,steam,771.6,1156.7,148.07,57.17,12.46,1487.0,771.8,0.0,115.1,16.81,1766.4
pepper_beef,424.0_104.0,steam,526.1,1710.2,79.66,53.09,228.43,808.3,87.4,0.0,73.7,28.37,4537.8
onion,135.5,boil,148.6,56.1,1.35,0.25,12.11,135.0,0.0,4.13,30.5,0.77,144.9
eggplant,411.5,roast,303.4,131.7,4.2,2.88,22.24,1112.0,0.0,4.65,97.8,2.04,479.9
chicken,334.0,stir_fry,289.1,705.3,59.25,48.96,6.94,1320.9,354.0,0.0,30.6,4.61,696.7
cauliflower,122.5,stir_fry,112.9,42.6,2.37,0.86,6.36,514.8,0.0,27.42,28.3,1.35,210.8
fish,203.0,braise,186.3,102.2,2.44,1.42,19.92,1347.9,0.0,64.7,18.5,1.01,451.3
carrot,92.0,boil,98.4,36.3,0.82,0.17,7.85,113.6,0.0,5.11,28.3,0.88,119.3
apple_grape,265.4_207.8,steam,460.0,240.4,1.5,0.9,56.57,618.3,0.0,31.76,20.8,2.43,494.5
onion,353.2,stir_fry,319.9,173.1,3.47,2.47,34.25,1968.3,0.0,9.12,85.5,2.09,444.7
cabbage_pork_cauliflower,94.9_194.6_331.4,stir_fry,557.2,1218.9,30.45,108.53,30.08,3708.5,155.7,80.68,133.7,7.44,1027.7
potato,232.4,stir_fry,206.8,188.9,4.21,1.63,39.36,1022.5,0.0,21.59,18.6,1.87,651.6
cabbage_chicken_pepper,471.8_378.4_323.7,braise,1148.3,2247.2,113.17,99.64,224.44,11400.6,401.1,62.07,302.0,27.94,4223.9
garlic,220.5,stir_fry,195.1,288.7,9.32,1.54,59.37,1060.0,0.0,5.64,86.1,2.66,566.0
potato,167.5,roast,132.8,138.7,3.11,1.17,28.93,638.6,0.0,11.4,13.4,1.36,497.3
beef_watermelon_pineapple,462.3_499.2_465.2,stir_fry,1340.0,1403.8,90.12,71.33,100.34,5895.6,388.3,39.63,204.3,19.52,1601.9
onion,104.7,pan_fry,92.3,46.5,1.03,0.73,8.95,381.6,0.0,2.45,24.8,0.62,129.2
garlic_carrot,283.0_158.5,steam,414.5,429.6,13.56,0.88,91.88,605.4,0.0,21.46,160.2,4.96,1043.7
shrimp_cabbage,222.8_181.7,stir_fry,361.2,269.2,40.29,5.17,15.37,2467.2,407.7,24.24,166.3,3.36,596.4
pork_beef,338.6_235.6,boil,610.9,1507.0,80.54,126.0,12.7,748.0,468.8,0.0,70.7,12.71,826.5
orange_potato_eggplant_peach,199.4_71.9_113.9_434.6,steam,755.7,423.4,7.65,1.17,95.58,1232.2,0.0,51.71,129.7,5.06,1355.8
garlic_fish,434.5_161.7,boil,630.7,604.1,19.7,1.1,128.84,420.5,0.0,84.21,172.5,5.7,1184.6
lemon_apple_beef,296.0_420.2_105.7,steam,801.8,482.1,23.17,8.53,78.17,1188.4,88.8,42.04,339.2,8.38,1189.5
tomato_onion_carrot,491.2_94.3_196.3,deep_fry,583.0,251.4,6.87,5.47,43.66,1484.4,0.0,20.4,134.6,4.54,1090.2
beef_bell_pepper,225.1_269.2,steam,472.8,363.5,46.98,10.0,21.41,830.1,189.1,140.38,76.7,8.75,1089.9
fish_cucumber,299.0_404.2,pan_fry,630.7,185.4,6.36,4.92,28.92,2868.9,0.0,114.17,124.5,3.47,1054.4
garlic_ginger_pork_cabbage,346.1_295.6_286.3_90.3,roast,751.5,1883.4,52.27,124.24,139.04,2900.4,229.0,16.65,277.9,13.23,2299.7
fish_pepper_pork_egg,116.1_438.8_148.9_259.8,stir_fry,893.8,2868.4,109.14,158.76,250.76,5937.2,1639.0,39.37,217.9,34.38,4957.4
tomato_tofu_ginger,254.4_444.7_391.0,boil,1229.0,595.8,39.52,18.12,68.66,907.6,0.0,25.9,822.2,14.26,1500.0
fish_carrot,372.7_303.2,stir_fry,606.2,296.6,7.09,4.73,56.41,4228.5,0.0,151.28,129.4,4.86,1376.5
tomato_chicken,331.4_74.8,steam,388.6,190.9,16.33,7.61,14.29,562.9,79.3,34.54,39.6,2.37,662.6
tomato,82.1,steam,78.8,17.5,0.68,0.16,3.33,108.0,0.0,7.58,8.2,0.33,122.6
egg,291.5,stir_fry,252.7,550.9,36.18,40.27,10.95,1358.8,1705.3,0.0,163.6,5.92,367.9
tomato_peach,193.1_153.3,boil,356.9,119.1,2.82,0.51,25.81,315.2,0.0,18.39,26.9,1.87,384.1
carrot_cucumber_potato,69.3_488.0_393.6,stir_fry,816.6,470.7,11.72,6.66,90.99,4976.0,0.0,53.79,167.9,6.18,1686.2
bell_pepper_cucumber_small_pepper_eggplant,428.9_456.4_65.8_222.6,stir_fry,1105.6,398.9,11.47,8.68,68.74,4839.3,0.0,191.82,228.0,6.54,1803.5
potato_cabbage_small_pepper_cauliflower,257.8_347.8_335.8_87.1,boil,1098.4,458.5,14.71,2.65,93.96,969.3,0.0,321.46,318.3,9.36,1561.2
small_pepper_tofu_eggplant,183.9_268.7_257.6,steam,652.1,366.3,25.65,11.3,40.52,1101.6,0.0,142.35,579.0,8.81,1048.5
small_pepper_orange,327.8_448.8,steam,772.3,383.9,7.05,2.17,84.05,818.6,0.0,275.63,274.4,5.41,1273.8
tomato_cauliflower_chicken,262.1_386.1_257.4,roast,670.9,806.9,56.74,47.54,38.02,2849.0,272.8,68.0,138.4,8.94,1567.8
tomato,343.0,stir_fry,314.7,96.5,2.81,2.4,15.9,1972.0,0.0,22.5,33.8,1.38,498.9
onion,473.6,boil,512.1,196.6,4.73,0.91,42.38,455.6,0.0,15.35,109.1,2.75,511.7
cauliflower_peach_garlic,265.6_445.7_197.9,steam,899.2,577.5,17.87,1.38,123.4,1010.7,0.0,97.14,167.7,8.92,1669.5
carrot_onion_shrimp,327.0_413.8_177.1,pan_fry,801.0,478.0,36.53,8.28,64.33,3172.1,324.1,24.23,268.0,7.48,1356.8
watermelon_tofu_grape_strawberry,264.9_72.9_364.3_255.6,steam,875.5,381.6,11.36,4.08,74.85,903.1,0.0,118.49,207.1,8.24,969.6
bell_pepper_fish,120.2_105.7,braise,218.1,109.7,2.59,1.58,21.28,1260.2,0.0,67.75,20.0,1.13,507.9
bell_pepper_tofu_pork,162.8_469.0_168.6,deep_fry,623.9,1797.9,56.78,160.05,32.58,1734.9,134.9,26.49,796.3,12.36,1144.2
ginger_watermelon_egg_peach,315.3_114.3_155.9_231.3,steam,746.8,533.1,26.62,16.01,70.63,1125.1,912.0,19.28,197.8,9.83,1443.4
beef_pepper_onion_carrot,272.1_234.4_405.1_93.3,pan_fry,862.8,2104.3,88.84,121.94,162.87,3857.1,228.6,13.02,219.0,26.72,3377.0
fish_bell_pepper_small_pepper,454.1_199.8_228.1,steam,838.7,315.6,11.04,2.13,63.06,1170.8,0.0,547.12,145.1,6.38,2164.5
egg_eggplant_pork_cauliflower,217.4_140.9_318.0_95.3,braise,714.8,1711.6,65.34,141.91,43.26,7031.3,1526.2,20.18,194.6,11.25,1141.1
bell_pepper_pepper_eggplant,102.3_190.4_280.3,stir_fry,514.8,1120.6,30.05,56.97,121.92,3438.8,0.0,43.21,100.7,13.47,2446.6
cucumber,259.7,roast,206.3,62.5,1.94,1.82,9.6,965.6,0.0,5.55,62.0,1.29,228.6
pepper_garlic,104.0_396.7,stir_fry,452.8,1118.2,30.64,37.73,164.01,2666.1,0.0,10.65,169.0,11.11,2056.5
chicken,130.8,boil,141.0,201.6,22.9,11.49,1.66,144.9,138.6,0.0,11.0,1.71,223.4
shrimp,265.5,roast,194.2,246.7,44.52,4.65,6.71,1189.3,485.9,0.0,93.3,2.69,489.3
egg,50.2,stir_fry,44.7,90.9,6.21,6.54,1.82,270.4,293.7,0.0,27.9,0.99,68.4
cauliflower,162.6,roast,119.5,58.3,3.12,1.14,8.88,582.6,0.0,22.43,37.5,1.81,262.8
peach_fish,214.8_313.1,boil,580.9,211.6,5.44,0.81,45.62,358.6,0.0,147.31,38.5,3.15,865.8
chicken_bell_pepper_tomato,161.8_338.6_110.1,braise,575.3,615.2,33.13,33.54,45.22,6073.7,171.5,118.5,56.1,4.37,1194.5
eggplant_potato_tofu_pepper,326.3_236.9_416.6_101.2,boil,1137.0,943.4,50.63,27.69,122.91,1107.2,0.0,34.15,752.4,16.89,1945.4
cauliflower_cabbage_pineapple,91.0_393.6_227.5,boil,778.8,223.6,8.06,1.11,45.33,656.2,0.0,98.01,226.1,4.54,622.0
egg_cauliflower_ginger,414.2_340.2_338.5,steam,1021.6,852.2,64.76,38.13,62.49,2284.2,2423.1,109.24,406.0,16.7,2171.0
cauliflower,283.2,roast,221.6,100.8,5.37,1.98,15.37,1171.6,0.0,42.36,64.6,3.06,462.9
small_pepper_cucumber,262.9_499.3,boil,815.4,190.3,6.77,1.9,36.52,567.3,0.0,183.25,206.3,5.83,751.1
cabbage_pork_watermelon,214.3_346.4_452.6,stir_fry,888.7,1879.1,48.88,164.58,50.59,3802.3,277.1,39.7,163.9,8.17,1153.2
chicken,229.6,steam,227.3,373.3,42.93,21.07,3.0,468.7,243.4,0.0,20.6,3.18,521.7
bell_pepper,100.9,pan_fry,88.3,35.3,1.23,0.71,6.02,300.0,0.0,34.59,9.0,0.5,240.8
small_pepper,320.5,boil,350.9,139.6,3.7,1.21,28.48,270.5,0.0,180.0,113.0,4.24,506.2
chicken,233.4,stir_fry,208.2,471.7,42.35,31.17,5.44,1241.8,247.4,0.0,21.2,3.23,511.8
carrot_fish,274.7_345.4,boil,676.3,221.4,6.44,1.2,46.23,561.1,0.0,157.13,115.2,4.33,1034.7
tomato,211.1,pan_fry,181.3,52.6,1.8,1.48,8.02,822.3,0.0,11.82,21.2,0.84,288.2
eggplant_pepper,290.0_161.7,deep_fry,328.1,1020.6,24.45,60.58,94.41,1185.8,0.0,2.11,89.6,10.95,1696.2
pepper,63.6,steam,57.6,238.3,9.05,7.44,33.79,90.7,0.0,0.0,7.5,3.76,606.9
eggplant_shrimp,454.7_208.2,stir_fry,606.5,340.5,39.11,6.83,30.66,4029.9,381.0,7.24,184.9,4.29,922.0
peach_orange_apple_pineapple,359.4_353.9_178.4_334.1,boil,1281.5,613.6,6.77,1.66,142.9,706.6,0.0,80.64,179.5,6.26,1270.1
chicken,350.2,stir_fry,308.2,686.5,60.62,45.78,8.01,2170.6,371.2,0.0,31.8,4.84,744.2
pepper_onion,166.5_247.6,stir_fry,373.4,943.1,26.05,45.4,107.57,2379.9,0.0,6.45,78.9,11.39,1825.5
pineapple_beef,356.5_391.0,stir_fry,649.3,981.2,74.61,52.58,52.4,4280.5,328.4,20.66,135.3,14.95,1020.6
cauliflower_onion_shrimp_chicken,362.1_165.7_211.1_224.2,roast,772.0,951.4,85.19,47.04,46.82,4244.0,624.0,55.65,220.6,10.15,1620.7
tomato_shrimp,274.0_192.8,braise,468.4,303.9,33.75,5.29,30.33,4255.5,352.8,15.71,94.8,3.03,690.1
potato_cabbage_eggplant_egg,89.1_215.0_459.2_133.3,stir_fry,815.7,757.5,25.56,46.4,59.41,4657.0,779.8,41.91,291.6,6.94,1240.2
tomato,155.1,stir_fry,144.1,45.4,1.27,1.09,7.64,833.1,0.0,9.8,15.3,0.63,211.3
beef_cucumber,161.0_358.8,stir_fry,453.0,439.9,31.72,26.18,19.35,3154.3,135.2,11.72,122.6,7.14,623.4
cucumber,245.7,stir_fry,219.7,60.3,1.84,1.72,9.37,1158.4,0.0,6.97,58.5,1.23,221.9
pepper_ginger,434.9_294.5,deep_fry,562.7,2346.2,62.94,123.51,245.71,2142.3,0.0,1.65,130.2,30.62,4562.0
